Id,SalePrice
1682,235967.6524
1683,159427.4053
1684,199096.5319
1685,196863.2962
1686,159096.3086
1687,197436.6044
1688,195825.5638
1689,198204.3487
1690,257676.1025
1691,256797.252
1692,263051.7737
1693,197769.9232
1694,257085.0172
1695,195565.5751
1696,266390.5166
1697,195674.4593
1698,262861.782
1699,229279.0559
1700,257809.43
1701,260705.97
1702,169011.7813
1703,198294.3447
1704,228590.1972
1705,166728.5478
1706,228685.3979
1707,165455.2701
1708,166174.1276
1709,170580.6016
1710,163893.8767
1711,259496.0229
1712,165601.9304
1713,229140.1731
1714,227041.376
1715,256745.0321
1716,136866.0098
1717,195287.8095
1718,134527.2231
1719,198763.2131
1720,167841.8325
1721,140718.0636
1722,140718.0636
1723,231167.8622
1724,163702.7739
1725,261497.3972
1726,195513.3552
1727,163532.7813
1728,257836.0955
1729,198369.897
1730,166754.4528
1731,167407.407
1732,166017.4678
1733,104887.658
1734,166925.2059
1735,165230.8355
1736,134138.3512
1737,233738.5104
1738,230611.2199
1739,190154.7006
1740,190196.5703
1741,189612.9119
1742,250032.7527
1743,251901.9105
1744,232647.4469
1745,142309.8656
1746,198634.6805
1747,201100.8887
1748,200537.1701
1749,197621.0408
1750,166574.1101
1751,172891.9623
1752,133102.4903
1753,136860.4544
1754,229014.9737
1755,205287.3723
1756,163822.7687
1757,104841.344
1758,167074.0883
1759,232328.9226
1760,197343.2752
1761,198620.9971
1762,197934.7111
1763,170337.6295
1764,166413.7665
1765,166560.4268
1766,229082.3979
1767,232648.558
1768,166307.4551
1769,139843.6574
1770,227601.3515
1771,135916.0513
1772,135916.0513
1773,168129.5977
1774,168123.2819
1775,165605.2636
1776,109321.9086
1777,164982.7179
1778,164033.8705
1779,135772.3736
1780,199642.0636
1781,106480.1613
1782,100877.8333
1783,199967.9555
1784,103851.0367
1785,107180.1307
1786,168140.7083
1787,165587.8372
1788,161560.6453
1789,106799.7967
1790,136166.4502
1791,231121.1384
1792,137463.7614
1793,169351.7665
1794,164460.5186
1795,107429.0087
1796,104799.8841
1797,104773.5692
1798,103980.2705
1799,163560.5579
1800,165463.0476
1801,169587.6623
1802,104773.5692
1803,135618.6371
1804,165120.4897
1805,165391.9396
1806,100347.096
1807,229800.4949
1808,143593.4934
1809,167574.0664
1810,133311.7207
1811,166062.2609
1812,107073.4687
1813,132860.6293
1814,103026.6283
1815,100369.7271
1816,104266.5741
1817,167240.7476
1818,165907.4726
1819,160574.3724
1820,98466.82762
1821,101813.6986
1822,107627.1284
1823,105235.4206
1824,103163.6396
1825,162085.4175
1826,102480.3361
1827,101600.024
1828,163374.25
1829,165154.9326
1830,165567.4875
1831,167605.1761
1832,160921.3745
1833,225988.4393
1834,102230.347
1835,196497.6974
1836,101547.0436
1837,160280.3507
1838,198421.0059
1839,129935.9621
1840,411616.3682
1841,288800.457
1842,229214.9649
1843,139110.3561
1844,135098.3093
1845,174698.55
1846,143206.8437
1847,174902.9855
1848,104799.8841
1849,112171.784
1850,166194.8872
1851,136582.6888
1852,164840.8526
1853,221026.8438
1854,196902.5932
1855,146574.1236
1856,259448.2472
1857,126159.6516
1858,167412.9031
1859,165385.6238
1860,224143.3743
1861,165373.4021
1862,476590.0445
1863,472239.1236
1864,472280.2329
1865,197074.8079
1866,229352.3861
1867,166771.8792
1868,230025.69
1869,223834.4989
1870,227792.1036
1871,169512.8705
1872,199894.2748
1873,266267.9491
1874,167415.1845
1875,233726.6393
1876,257437.224
1877,229266.8342
1878,168980.6716
1879,113889.8373
1880,163282.7923
1881,230294.5671
1882,201672.3254
1883,196675.5266
1884,199454.294
1885,233820.729
1886,231536.735
1887,227056.9309
1888,228667.9715
1889,199253.1917
1890,168442.9173
1891,159644.0624
1892,102935.8718
1893,169648.4202
1894,171754.9355
1895,107874.1941
1896,104938.0065
1897,133193.9481
1898,132535.088
1899,105340.2111
1900,103763.6133
1901,201140.5363
1902,111110.7193
1903,198031.7241
1904,165671.5767
1905,232155.5968
1906,234667.7092
1907,206398.4349
1908,96725.79262
1909,187594.4619
1910,126971.6472
1911,262833.6548
1912,236886.5011
1913,168223.6281
1914,106133.1591
1915,250971.6005
1916,117985.6237
1917,198204.3487
1918,166393.7674
1919,196340.7462
1920,228620.9563
1921,232265.592
1922,233404.4311
1923,197886.5848
1924,324496.424
1925,197128.8401
1926,230357.5471
1927,109722.2417
1928,171443.8972
1929,133723.5743
1930,133742.4624
1931,164081.6462
1932,137781.5253
1933,138826.2747
1934,196623.3067
1935,195997.7785
1936,197548.8218
1937,203662.9989
1938,233042.2248
1939,191887.2569
1940,161193.9947
1941,199380.9639
1942,263344.7436
1943,222932.3161
1944,264789.8261
1945,233432.9682
1946,130501.3334
1947,225341.0997
1948,239485.8773
1949,230409.767
1950,229362.3856
1951,237955.3433
1952,203009.6941
1953,231854.4989
1954,198509.8909
1955,137019.3364
1956,232249.2767
1957,167115.958
1958,264629.4825
1959,228348.3361
1960,106238.7101
1961,164974.1801
1962,157427.4927
1963,127280.5226
1964,188821.4255
1965,190532.8124
1966,158370.7848
1967,231450.0721
1968,263942.8458
1969,232340.7937
1970,263637.3036
1971,262660.6796
1972,261215.9477
1973,197855.8256
1974,260477.4418
1975,259820.863
1976,228370.9672
1977,267506.0234
1978,206246.5699
1979,227554.3363
1980,169231.4211
1981,225467.7608
1982,223254.5242
1983,162493.9379
1984,188661.0819
1985,220699.0804
1986,220699.0804
1987,159682.9496
1988,196981.0688
1989,195854.4514
1990,197296.9612
1991,224433.3616
1992,196087.7745
1993,195565.5751
1994,201812.3193
1995,196276.6552
1996,197687.7046
1997,200190.168
1998,229293.1491
1999,260939.6438
2000,201222.3451
2001,259850.8025
2002,232060.0455
2003,228224.6576
2004,258190.5244
2005,167726.282
2006,166174.1276
2007,168379.5867
2008,224654.463
2009,258948.2691
2010,201147.5533
2011,171098.3568
2012,166862.9864
2013,196346.6521
2014,226756.944
2015,203137.4663
2016,257103.9053
2017,226540.2868
2018,166685.2164
2019,165574.1538
2020,165963.0257
2021,102880.3186
2022,208629.4485
2023,169542.1088
2024,258956.3971
2025,260978.531
2026,158363.7678
2027,250234.9661
2028,159094.0865
2029,250248.6494
2030,221615.707
2031,189969.563
2032,190813.21
2033,220886.85
2034,250115.3219
2035,259543.7986
2036,250654.1872
2037,250654.1872
2038,251091.5953
2039,197220.3571
2040,244636.1623
2041,296183.8182
2042,195287.8095
2043,200305.7185
2044,139485.1348
2045,174684.1062
2046,168421.0467
2047,137000.7989
2048,165601.9304
2049,171917.1506
2050,142046.1339
2051,103449.9431
2052,167574.0664
2053,169165.108
2054,100224.5286
2055,167240.7476
2056,167240.7476
2057,104240.2592
2058,204267.7675
2059,166414.1171
2060,227254.3494
2061,171240.5728
2062,168157.3742
2063,168400.3463
2064,136608.2432
2065,108993.0341
2066,172407.1884
2067,197788.0508
2068,172419.0003
2069,105032.8566
2070,104153.5963
2071,100800.059
2072,138233.7277
2073,167885.1639
2074,138810.3692
2075,170939.4748
2076,102799.9715
2077,195843.3408
2078,135082.7544
2079,165534.1556
2080,162660.5972
2081,104827.2508
2082,169073.9416
2083,134193.9044
2084,133180.2647
2085,104246.9256
2086,167502.9584
2087,106017.9592
2088,100133.4214
2089,100133.4214
2090,133874.2689
2091,169269.5478
2092,164036.0927
2093,102919.9663
2094,131180.3521
2095,168574.0227
2096,102306.6598
2097,102384.7847
2098,105813.5237
2099,101909.6598
2100,172162.3448
2101,167745.5206
2102,101758.1455
2103,104958.766
2104,168254.3873
2105,132860.6293
2106,107399.7704
2107,170601.302
2108,166393.7674
2109,104262.1298
2110,102701.087
2111,134443.8934
2112,164363.0957
2113,101369.2736
2114,132716.1912
2115,132860.6293
2116,101466.6965
2117,163240.9225
2118,162227.2829
2119,101369.2736
2120,162707.6125
2122,132113.6447
2123,100586.3843
2124,164521.2171
2125,164387.8896
2126,167747.7428
2127,167594.7667
2128,100643.7497
2129,100776.376
2130,138614.0617
2131,165227.8529
2132,167027.073
2133,102799.9715
2134,225119.2378
2135,105252.847
2136,168040.7127
2137,106355.7223
2138,169057.3349
2139,171033.9151
2140,167979.6042
2141,134752.7688
2142,106903.4761
2143,163782.7704
2144,170907.254
2145,166839.6541
2146,170296.5795
2147,229036.8443
2148,195246.3496
2149,107146.7988
2150,239856.3713
2151,100566.7358
2152,177282.1803
2153,167208.5268
2154,165949.3424
2155,136593.7994
2156,229204.9653
2157,258757.1663
2158,203713.3473
2159,198666.5507
2160,198749.8804
2161,166957.4267
2162,230421.2282
2163,260801.5214
2164,230061.244
2165,229098.7132
2166,167407.407
2167,226996.9335
2168,262317.0107
2169,196952.1812
2170,261261.5013
2171,170185.0634
2172,136433.8064
2173,232243.0202
2174,198509.8909
2175,258514.9547
2176,233845.523
2177,200084.6171
2178,199943.1615
2179,159464.8308
2180,288332.6996
2181,167407.407
2182,168860.6768
2183,167270.7463
2184,106730.1503
2185,139640.3329
2186,163796.4538
2187,167282.968
2188,134193.9044
2190,162240.6156
2191,163166.1307
2192,163261.6821
2193,138713.3562
2194,136151.9472
2195,105377.6366
2196,104360.2539
2197,131907.3376
2198,163660.5535
2199,348540.6781
2200,165526.0275
2201,113106.5382
2202,225789.2085
2203,107549.354
2204,170587.6186
2205,106102.4
2206,133848.0133
2207,137951.8685
2208,261483.7138
2209,215923.574
2210,96888.00775
2211,163338.3454
2212,102480.3361
2213,105888.3155
2214,132860.6293
2215,103013.2955
2216,167587.7498
2217,111004.0573
2218,100666.7314
2219,100522.2933
2220,136193.8169
2221,250971.6005
2222,250936.0465
2223,304461.2341
2224,199232.0815
2225,229748.2749
2226,228434.6484
2227,220859.0734
2228,230182.3498
2229,261994.8026
2230,197845.4755
2231,200307.59
2232,170896.1434
2233,176868.1045
2234,229781.2562
2235,226129.1936
2236,230055.6886
2237,260433.7597
2238,287014.9795
2239,105108.7595
2240,221321.2754
2241,172281.6384
2242,100507.089
2243,160549.1686
2244,157754.1451
2245,156320.5238
2246,176550.3407
2247,188595.8798
2248,132391.4103
2249,103146.9736
2250,109585.5811
2251,220474.3266
2252,168426.2514
2253,196812.1873
2254,198228.792
2255,257311.674
2256,195704.4579
2257,258075.6752
2258,167191.8609
2259,195460.0242
2260,176751.443
2261,221587.9304
2262,160233.686
2263,323186.8318
2264,306475.4309
2265,233175.0421
2266,225248.8815
2267,200573.5438
2268,232745.5711
2269,229512.3791
2270,200387.5865
2271,231000.0918
2272,261327.4046
2273,169740.6383
2274,227876.5444
2275,200386.1249
2276,196944.4037
2277,257617.5668
2278,167081.8657
2279,104613.5762
2280,113909.4859
2281,160130.7078
2282,228479.8514
2283,128644.147
2284,129494.4604
2285,158120.7957
2286,164518.6444
2287,231188.9724
2288,169712.8618
2289,262626.6466
2290,262871.4309
2291,202901.1606
2292,263846.5932
2293,232768.9034
2294,203138.928
2295,326538.2063
2296,205464.0313
2297,258502.733
2298,202081.9569
2299,203502.5961
2300,263578.0667
2301,261679.2608
2302,228363.5404
2303,227616.9064
2304,198878.7636
2305,189261.8161
2306,189264.0383
2307,223308.9663
2308,160660.6847
2309,225033.3354
2310,162493.9379
2311,219923.5587
2312,234901.0324
2313,198328.7877
2314,171245.017
2315,196795.5214
2316,258524.9543
2317,230907.8736
2318,196097.7741
2319,195524.4658
2320,165126.3956
2321,220344.6514
2322,159682.9496
2323,234341.8173
2324,260030.444
2325,199105.4204
2326,200232.0378
2327,196718.0976
2328,197679.1667
2329,258256.0771
2330,197675.4829
2331,262274.0299
2332,260458.5537
2333,260952.9765
2334,199956.8449
2335,261797.3841
2336,198016.9297
2337,167585.177
2338,230479.0035
2339,168365.1429
2340,228963.924
2341,289167.4582
2342,227164.7039
2343,226502.5106
2344,197626.5961
2345,196707.7474
2346,166174.1276
2347,166574.1101
2348,196554.4208
2349,228902.4057
2350,261289.2779
2351,167160.4005
2352,168698.1111
2353,199773.5196
2354,134527.2231
2355,134527.2231
2356,170407.2759
2357,164841.9636
2358,199857.6097
2359,134082.4475
2360,162543.9357
2361,195261.144
2362,269405.5897
2363,167505.941
2364,169684.7346
2365,221186.8369
2366,220235.7673
2367,220525.7546
2368,220327.9855
2369,191863.1641
2370,250248.6494
2371,189306.9598
2372,164708.6361
2373,256615.0378
2374,257062.796
2375,195444.8792
2376,261048.1773
2377,236073.9638
2378,199954.2722
2379,257617.5668
2380,166266.3458
2381,199954.2722
2382,169193.9956
2383,166168.2217
2384,259414.9154
2385,229265.7232
2386,168574.0227
2387,165518.6007
2388,167670.3782
2389,103077.7372
2390,171512.4325
2391,104972.4494
2392,105457.9837
2393,196732.1908
2394,166796.3226
2395,198759.4701
2396,138840.3679
2397,211400.4384
2398,108324.1745
2399,130735.9271
2400,159449.6265
2401,100550.0699
2402,166227.108
2403,167218.877
2404,198121.019
2405,167240.7476
2406,165293.8155
2407,164196.4363
2408,165740.8132
2409,105924.63
2410,107644.9054
2411,166415.9886
2412,109366.7017
2413,167740.7258
2414,139033.6928
2415,166563.3501
2416,106966.456
2417,135018.3128
2418,166063.0213
2419,165532.2841
2420,165907.4726
2421,167165.1954
2422,112336.2213
2423,172340.5247
2424,170017.2929
2425,272373.5884
2426,226734.0215
2427,138193.7295
2428,199179.1011
2429,135860.4982
2430,165796.3663
2431,134193.9044
2432,164907.5163
2433,134321.6765
2434,195735.5677
2435,165463.0476
2436,103591.3987
2437,102133.334
2438,164085.33
2439,102553.3156
2440,102480.3361
2441,160538.4678
2442,98303.50142
2443,102799.9715
2444,104799.8841
2445,102397.0064
2446,198678.0119
2447,198439.8939
2448,168546.5967
2449,100892.6277
2450,165905.2505
2451,130194.0792
2452,171573.8915
2453,104384.3467
2454,167657.8059
2455,162162.4906
2456,166211.9037
2457,163379.8053
2458,132860.6293
2459,101600.024
2460,193887.8707
2461,164521.2171
2462,102746.9911
2463,162360.6104
2464,196584.7701
2465,105646.8644
2466,106327.1852
2467,193287.8969
2468,162885.3825
2469,101111.1565
2470,234028.4384
2471,138074.0853
2472,137660.4195
2473,222146.0344
2474,168040.7127
2475,201274.2145
2476,160542.912
2477,169057.3349
2478,168043.6952
2479,172461.6305
2480,202675.2643
2481,169548.4245
2482,164921.6095
2483,105441.3178
2484,164891.6108
2485,165650.8171
2486,172323.8588
2487,236991.2916
2488,132913.6097
2489,108452.2973
2490,171873.8784
2491,105813.5237
2492,168879.5649
2493,176063.6953
2494,181786.7784
2495,114586.1229
2496,232427.0467
2497,137873.7435
2498,132193.9918
2499,108607.846
2500,159859.6086
2501,167898.8473
2502,169920.9811
2503,165976.7091
2504,184164.8028
2505,258067.1965
2506,166771.8792
2507,198599.8869
2508,167946.2723
2509,169629.5321
2510,166307.4551
2511,163607.2225
2512,197305.4991
2513,257584.9954
2514,206206.2803
2515,141990.2302
2516,258849.3845
2517,165938.5823
2518,205355.1472
2519,198976.5371
2520,261439.2713
2521,197557.7103
2522,257521.6648
2523,108924.4988
2524,166196.3488
2525,167374.0751
2526,136173.8178
2527,174684.8666
2528,106563.4909
2529,164574.1975
2530,103813.6112
2531,229950.1377
2532,257436.113
2533,196018.8886
2534,169826.1902
2535,262870.6705
2536,264709.1284
2537,204067.8355
2538,196004.4448
2539,226064.4014
2540,165834.1425
2541,196213.3246
2542,197004.4011
2543,166477.0971
2544,104031.0288
2545,174670.4228
2546,103955.4766
2547,163557.5753
2548,199598.3223
2549,255518.419
2550,320735.7275
2551,159644.0624
2552,162671.7079
2553,163207.24
2554,167299.9846
2555,166718.1976
2556,103879.9243
2557,165654.1503
2558,293236.11
2559,103839.1656
2560,163139.4652
2561,160005.1578
2562,103280.3011
2563,103763.6133
2564,196001.4622
2565,139744.4222
2566,166265.5853
2567,163486.4673
2568,154509.6829
2569,210930.459
2570,96780.23468
2571,177443.9855
2572,158888.1893
2573,179565.7644
2574,205989.2133
2575,103591.3987
2576,164671.971
2577,166640.7739
2578,98880.14288
2579,106082.8107
2580,166754.4528
2581,163868.6728
2582,101533.3602
2583,252888.1834
2584,229820.9038
2585,167685.1727
2586,199220.2697
2587,228365.7625
2588,135916.0513
2589,164904.9436
2590,220825.7415
2591,210143.0662
2592,165871.9186
2593,164780.5046
2594,198433.2275
2595,163025.0258
2596,228882.056
2597,165215.2806
2598,323613.8305
2599,170610.6003
2600,143131.5417
2601,191369.1512
2602,127865.2921
2603,157264.1665
2604,127855.2926
2605,128294.1623
2606,164690.1579
2607,295824.945
2608,224712.0787
2609,196161.1046
2610,132650.2879
2611,126587.06
2612,199176.5284
2613,168477.0096
2614,137801.5244
2615,228573.1806
2616,167263.7293
2617,139265.9048
2618,228685.6482
2619,169603.9777
2620,256868.36
2621,201444.207
2622,197824.3653
2623,202554.5091
2624,262993.6478
2625,202532.2879
2626,195927.7815
2627,159672.9501
2628,326278.5683
2629,269810.7177
2630,201625.6608
2631,266563.8423
2632,266419.4042
2633,225373.3205
2634,268004.5399
2635,167187.066
2636,199667.9686
2637,166590.4254
2638,258283.8537
2639,229034.6222
2640,167685.1727
2641,134193.9044
2642,226068.8457
2643,129260.7867
2644,128594.1492
2645,128294.1623
2646,127047.1995
2647,128060.8391
2648,190433.2267
2649,164923.0712
2650,218854.7166
2651,189375.8457
2652,266936.0483
2653,173519.0114
2654,171174.2596
2655,232742.9983
2656,203495.5791
2657,258761.6106
2658,201250.8821
2659,199825.7395
2660,261665.1676
2661,231607.4924
2662,232796.3293
2663,262398.1183
2664,222888.9847
2665,223907.4784
2666,223402.2956
2667,198328.7877
2668,198328.7877
2669,169529.5365
2670,200891.2485
2671,197035.5109
2672,219751.3441
2673,219585.7957
2674,219734.6781
2675,158905.2059
2676,197144.395
2677,196574.4199
2678,262177.3674
2679,258448.291
2680,258320.5188
2681,258987.5069
2682,199100.2157
2683,328646.5931
2684,260101.9026
2685,261698.1489
2686,200784.2359
2687,263609.9369
2688,168725.1272
2689,165160.488
2690,323099.8183
2691,195982.2236
2692,134786.1007
2693,168822.9007
2694,140718.0636
2695,195621.1283
2696,195434.4697
2697,196181.1038
2698,258126.0828
2699,224293.3677
2700,163532.7813
2701,196975.5135
2702,166685.2164
2703,167506.6422
2704,105066.5391
2705,106155.731
2706,105202.4393
2707,165158.2658
2708,140695.8423
2709,104724.6824
2710,105579.0895
2711,294017.2462
2712,259964.8913
2713,128197.9097
2714,188767.7439
2715,189272.1663
2716,190882.0959
2717,196192.2144
2718,164551.9763
2719,230887.5239
2720,228601.3078
2721,167240.7476
2722,197568.0604
2723,165960.453
2724,165907.4726
2725,167417.4066
2726,167240.7476
2727,227112.484
2728,198474.3369
2729,137596.3285
2730,168574.0227
2731,165060.4923
2732,105604.2934
2733,167240.7476
2734,167624.8247
2735,167240.7476
2736,136707.1278
2737,105786.5076
2738,167495.5316
2739,170685.0415
2740,105603.1823
2741,135527.1794
2742,136871.5651
2743,167685.1727
2744,167854.0542
2745,165565.2653
2746,169758.0647
2747,136480.1205
2748,104369.1424
2749,107077.5623
2750,202065.291
2751,172702.3805
2752,210619.3615
2753,170338.0394
2754,335097.7729
2755,134527.2231
2756,106366.4823
2757,106926.4578
2758,101573.0079
2759,164574.1975
2760,139227.3683
2761,137509.315
2762,136760.4588
2763,229334.6091
2764,168504.7862
2765,298400.3879
2766,139686.9975
2767,165053.826
2768,167045.5512
2769,103591.3987
2770,164796.41
2771,133971.6918
2772,164351.985
2773,169552.4589
2774,167240.7476
2775,102960.6657
2776,136860.4544
2777,164755.6513
2778,99200.12889
2779,166193.3663
2780,103401.0564
2781,101058.9365
2782,102799.9715
2783,103259.9514
2784,163240.9225
2785,134887.9086
2786,163246.8877
2787,136833.7889
2788,101185.5977
2789,165601.5205
2790,162200.6174
2791,106646.8206
2792,100090.09
2793,107840.8623
2794,163374.25
2795,102613.6636
2796,107768.6432
2797,195400.2178
2798,168040.7127
2799,104166.9291
2800,104799.8841
2801,103813.6112
2802,170323.9462
2803,169960.9793
2804,119557.3673
2805,103966.5872
2806,100600.0677
2807,222432.338
2808,138779.2595
2809,136697.8887
2810,166574.1101
2811,197548.8218
2812,164547.532
2813,170350.5524
2814,168765.0662
2815,114276.1365
2816,178176.5856
2817,169046.6341
2818,167582.6043
2819,248590.5935
2820,136610.4654
2821,103022.5346
2822,179753.8846
2823,271741.7444
2824,199930.9398
2825,109200.0424
2826,137881.5209
2827,138804.404
2828,201443.4466
2829,287158.3065
2830,199179.8616
2831,163880.5439
2832,232197.8172
2833,259640.1105
2834,199158.7514
2835,166925.2059
2836,197305.4991
2837,230667.8841
2838,140654.733
2839,200774.2363
2840,226984.7118
2841,197256.6123
2842,262632.5525
2843,135460.5156
2844,198493.2249
2845,103813.6112
2846,197987.6915
2847,258234.9669
2848,197247.0226
2849,197663.6118
2850,259454.9136
2851,211892.9897
2852,229834.5872
2853,261228.52
2854,159474.8303
2855,227123.5946
2856,196488.8681
2857,196287.7658
2858,227081.3742
2859,227086.9295
2860,227059.5036
2861,173485.6796
2862,194912.2704
2863,164504.9611
2864,199243.1921
2865,159644.0624
2866,159376.647
2867,103542.5119
2868,165265.2784
2869,136881.9152
2870,204745.1738
2871,104978.0047
2872,102772.9554
2873,108466.7411
2874,229434.6047
2875,163718.6794
2876,164351.985
2877,101257.0563
2878,137650.7705
2879,167867.3869
2880,103706.1887
2881,150393.1962
2882,138957.7899
2883,166665.5678
2884,139882.5446
2885,141982.4528
2886,235681.3489
2887,163658.3314
2888,133971.6918
2889,104282.1289
2890,102611.0909
2891,167654.4135
2892,108539.7206
2893,167587.7498
2894,104266.5741
2895,283468.4678
2896,250970.4895
2897,213153.6951
2898,166904.4463
2899,166702.9934
2900,229645.7066
2901,211227.363
2902,225318.8784
2903,232465.5833
2904,230197.9047
2905,160914.9584
2906,284881.7394
2907,129155.2357
2908,167876.2754
2909,170738.7231
2910,156180.5299
2911,127843.0709
2912,171445.0083
2913,127897.5129
2914,127889.7355
2915,128345.2711
2916,128298.6065
2917,179809.4377
2918,137794.858
2919,197651.0395
2920,197652
